LAPS,TIME,GAP,INT.,KPH,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE,QUALI TYPE
11,1:59.061,0.829,0.043,211.777,8.0,10,T. Pourchaire,ART Grand Prix,Spa-Francorchamps,Qualifying Session,19:10:04,Round 11 ,2022-08-28,Unique
10,1:59.114,0.882,0.053,211.682,9.0,2,J. Daruvala,PREMA Racing,Spa-Francorchamps,Qualifying Session,19:05:28,Round 11 ,2022-08-28,Unique
12,1:59.126,0.894,0.012,211.661,10.0,15,R. Boschung,Campos Racing,Spa-Francorchamps,Qualifying Session,19:05:15,Round 11 ,2022-08-28,Unique
10,1:59.161,0.929,0.035,211.599,11.0,1,D. Hauger,PREMA Racing,Spa-Francorchamps,Qualifying Session,19:05:26,Round 11 ,2022-08-28,Unique
10,1:59.177,0.945,0.016,211.571,12.0,7,M. Armstrong,Hitech Grand Prix,Spa-Francorchamps,Qualifying Session,19:05:41,Round 11 ,2022-08-28,Unique
10,1:59.179,0.947,0.002,211.567,13.0,17,A. Iwasa,DAMS,Spa-Francorchamps,Qualifying Session,19:09:47,Round 11 ,2022-08-28,Unique
11,1:59.284,1.052,0.105,211.381,14.0,9,F. Vesti,ART Grand Prix,Spa-Francorchamps,Qualifying Session,19:05:34,Round 11 ,2022-08-28,Unique
10,1:59.302,1.070,0.018,211.349,15.0,16,R. Nissany,DAMS,Spa-Francorchamps,Qualifying Session,19:05:19,Round 11 ,2022-08-28,Unique
10,1:59.380,1.148,0.078,211.211,16.0,12,C. Novalak,MP Motorsport,Spa-Francorchamps,Qualifying Session,19:10:12,Round 11 ,2022-08-28,Unique
10,1:59.523,1.291,0.143,210.958,17.0,4,M. Sato,Virtuosi Racing,Spa-Francorchamps,Qualifying Session,19:05:32,Round 11 ,2022-08-28,Unique
12,1:59.526,1.294,0.003,210.953,18.0,21,C. Williams,Trident,Spa-Francorchamps,Qualifying Session,19:07:04,Round 11 ,2022-08-28,Unique
12,1:59.704,1.472,0.178,210.639,19.0,14,L. Zendeli,Campos Racing,Spa-Francorchamps,Qualifying Session,19:10:34,Round 11 ,2022-08-28,Unique
10,1:59.820,1.588,0.116,210.435,20.0,25,A. Cordeel,Van Amersfoort Racing,Spa-Francorchamps,Qualifying Session,19:05:13,Round 11 ,2022-08-28,Unique
11,2:00.531,2.299,0.711,209.194,21.0,23,T. Calderón,Charouz Racing System,Spa-Francorchamps,Qualifying Session,19:10:18,Round 11 ,2022-08-28,Unique
13,1:20.713,-,-,189.961,1.0,11,F. Drugovich,MP Motorsport,Zandvoort,Qualifying Session,15:37:09,Round 12 ,2022-09-04,Unique
10,1:20.939,0.226,0.226,189.431,2.0,3,J. Doohan,Virtuosi Racing,Zandvoort,Qualifying Session,15:37:49,Round 12 ,2022-09-04,Unique
12,1:21.241,0.528,0.302,188.727,3.0,6,L. Sargeant,Carlin,Zandvoort,Qualifying Session,15:37:02,Round 12 ,2022-09-04,Unique
13,1:21.242,0.529,0.001,188.725,4.0,20,R. Verschoor,Trident,Zandvoort,Qualifying Session,15:37:34,Round 12 ,2022-09-04,Unique
12,1:21.243,0.530,0.001,188.722,5.0,17,A. Iwasa,DAMS,Zandvoort,Qualifying Session,15:40:03,Round 12 ,2022-09-04,Unique
12,1:21.281,0.568,0.038,188.634,6.0,5,L. Lawson,Carlin,Zandvoort,Qualifying Session,15:37:05,Round 12 ,2022-09-04,Unique
11,1:21.347,0.634,0.066,188.481,7.0,1,D. Hauger,PREMA Racing,Zandvoort,Qualifying Session,15:37:42,Round 12 ,2022-09-04,Unique
11,1:21.443,0.730,0.096,188.259,8.0,8,J. Vips,Hitech Grand Prix,Zandvoort,Qualifying Session,15:40:32,Round 12 ,2022-09-04,Unique
11,1:21.454,0.741,0.011,188.233,9.0,7,M. Armstrong,Hitech Grand Prix,Zandvoort,Qualifying Session,15:37:28,Round 12 ,2022-09-04,Unique
14,1:21.559,0.846,0.105,187.991,10.0,12,C. Novalak,MP Motorsport,Zandvoort,Qualifying Session,15:40:42,Round 12 ,2022-09-04,Unique
13,1:21.580,0.867,0.021,187.943,11.0,9,F. Vesti,ART Grand Prix,Zandvoort,Qualifying Session,15:40:29,Round 12 ,2022-09-04,Unique
12,1:21.619,0.906,0.039,187.853,12.0,25,A. Cordeel,Van Amersfoort Racing,Zandvoort,Qualifying Session,15:36:41,Round 12 ,2022-09-04,Unique
12,1:21.733,1.020,0.114,187.591,13.0,22,E. Fittipaldi,Charouz Racing System,Zandvoort,Qualifying Session,15:36:44,Round 12 ,2022-09-04,Unique
14,1:21.738,1.025,0.005,187.579,14.0,16,R. Nissany,DAMS,Zandvoort,Qualifying Session,15:37:17,Round 12 ,2022-09-04,Unique
13,1:21.923,1.210,0.185,187.156,15.0,4,M. Sato,Virtuosi Racing,Zandvoort,Qualifying Session,15:37:39,Round 12 ,2022-09-04,Unique
4,1:21.984,1.271,0.061,187.016,16.0,10,T. Pourchaire,ART Grand Prix,Zandvoort,Qualifying Session,15:05:46,Round 12 ,2022-09-04,Unique
11,1:22.007,1.294,0.023,186.964,17.0,2,J. Daruvala,PREMA Racing,Zandvoort,Qualifying Session,15:06:17,Round 12 ,2022-09-04,Unique
12,1:22.075,1.362,0.068,186.809,18.0,24,D. Beckmann,Van Amersfoort Racing,Zandvoort,Qualifying Session,15:36:47,Round 12 ,2022-09-04,Unique
11,1:22.084,1.371,0.009,186.789,19.0,14,O. Caldwell,Campos Racing,Zandvoort,Qualifying Session,15:36:49,Round 12 ,2022-09-04,Unique
14,1:22.122,1.409,0.038,186.702,20.0,21,C. Williams,Trident,Zandvoort,Qualifying Session,15:40:09,Round 12 ,2022-09-04,Unique
11,1:22.399,1.686,0.277,186.075,21.0,15,R. Boschung,Campos Racing,Zandvoort,Qualifying Session,15:30:45,Round 12 ,2022-09-04,Unique
12,1:23.113,2.400,0.714,184.476,22.0,23,T. Calderón,Charouz Racing System,Zandvoort,Qualifying Session,15:36:56,Round 12 ,2022-09-04,Unique
13,1:31.641,-,-,227.57,1.0,3,J. Doohan,Virtuosi Racing,Monza,Qualifying Session,18:56:59,Round 13 ,2022-09-11,Unique
12,1:31.767,0.126,0.126,227.258,2.0,5,L. Lawson,Carlin,Monza,Qualifying Session,18:56:51,Round 13 ,2022-09-11,Unique
12,1:31.834,0.193,0.067,227.092,3.0,7,M. Armstrong,Hitech Grand Prix,Monza,Qualifying Session,18:56:46,Round 13 ,2022-09-11,Unique
14,1:31.845,0.204,0.011,227.065,4.0,11,F. Drugovich,MP Motorsport,Monza,Qualifying Session,18:59:57,Round 13 ,2022-09-11,Unique
14,1:31.859,0.218,0.014,227.03,5.0,20,R. Verschoor,Trident,Monza,Qualifying Session,18:59:55,Round 13 ,2022-09-11,Unique
11,1:31.882,0.241,0.023,226.973,6.0,2,J. Daruvala,PREMA Racing,Monza,Qualifying Session,18:56:55,Round 13 ,2022-09-11,Unique
12,1:31.920,0.279,0.038,226.879,7.0,17,A. Iwasa,DAMS,Monza,Qualifying Session,18:56:30,Round 13 ,2022-09-11,Unique
12,1:31.969,0.328,0.049,226.759,8.0,8,J. Vips,Hitech Grand Prix,Monza,Qualifying Session,18:57:02,Round 13 ,2022-09-11,Unique
13,1:32.023,0.382,0.054,226.625,9.0,6,L. Sargeant,Carlin,Monza,Qualifying Session,18:59:58,Round 13 ,2022-09-11,Unique
14,1:32.027,0.386,0.004,226.616,10.0,9,F. Vesti,ART Grand Prix,Monza,Qualifying Session,18:59:59,Round 13 ,2022-09-11,Unique
12,1:32.192,0.551,0.165,226.21,11.0,24,D. Beckmann,Van Amersfoort Racing,Monza,Qualifying Session,18:59:48,Round 13 ,2022-09-11,Unique
12,1:32.348,0.707,0.156,225.828,12.0,25,A. Cordeel,Van Amersfoort Racing,Monza,Qualifying Session,18:59:53,Round 13 ,2022-09-11,Unique
14,1:32.352,0.711,0.004,225.818,13.0,15,R. Boschung,Campos Racing,Monza,Qualifying Session,18:59:50,Round 13 ,2022-09-11,Unique
13,1:32.424,0.783,0.072,225.642,14.0,10,T. Pourchaire,ART Grand Prix,Monza,Qualifying Session,18:56:50,Round 13 ,2022-09-11,Unique
11,1:32.452,0.811,0.028,225.574,15.0,4,M. Sato,Virtuosi Racing,Monza,Qualifying Session,18:57:04,Round 13 ,2022-09-11,Unique
13,1:32.455,0.814,0.003,225.567,16.0,22,E. Fittipaldi,Charouz Racing System,Monza,Qualifying Session,18:56:57,Round 13 ,2022-09-11,Unique
14,1:32.652,1.011,0.197,225.087,17.0,21,C. Williams,Trident,Monza,Qualifying Session,18:59:43,Round 13 ,2022-09-11,Unique
14,1:32.854,1.213,0.202,224.597,18.0,16,L. Ghiotto,DAMS,Monza,Qualifying Session,18:59:40,Round 13 ,2022-09-11,Unique
11,1:32.913,1.272,0.059,224.455,19.0,1,D. Hauger,PREMA Racing,Monza,Qualifying Session,18:39:25,Round 13 ,2022-09-11,Unique
14,1:33.195,1.554,0.282,223.775,20.0,14,O. Caldwell,Campos Racing,Monza,Qualifying Session,18:59:43,Round 13 ,2022-09-11,Unique
12,1:33.345,1.704,0.150,223.416,21.0,12,C. Novalak,MP Motorsport,Monza,Qualifying Session,18:39:17,Round 13 ,2022-09-11,Unique
13,1:33.625,1.984,0.280,222.748,22.0,23,T. Calderón,Charouz Racing System,Monza,Qualifying Session,18:57:06,Round 13 ,2022-09-11,Unique
10,1:36.290,-,-,197.441,1.0,17,A. Iwasa,DAMS,Yas Island,Qualifying Session,16:04:23,Round 14 ,2022-11-20,Unique
10,1:36.326,0.036,0.036,197.367,2.0,16,R. Nissany,DAMS,Yas Island,Qualifying Session,16:04:17,Round 14 ,2022-11-20,Unique
11,1:36.372,0.082,0.046,197.273,3.0,10,T. Pourchaire,ART Grand Prix,Yas Island,Qualifying Session,16:00:07,Round 14 ,2022-11-20,Unique
12,1:36.482,0.192,0.110,197.048,4.0,11,F. Drugovich,MP Motorsport,Yas Island,Qualifying Session,16:03:31,Round 14 ,2022-11-20,Unique
11,1:36.510,0.220,0.028,196.99,5.0,3,J. Doohan,Virtuosi Racing,Yas Island,Qualifying Session,16:04:01,Round 14 ,2022-11-20,Unique
11,1:36.514,0.224,0.004,196.982,6.0,6,L. Sargeant,Carlin,Yas Island,Qualifying Session,16:00:23,Round 14 ,2022-11-20,Unique
12,1:36.550,0.260,0.036,196.909,7.0,1,D. Hauger,PREMA Racing,Yas Island,Qualifying Session,16:00:29,Round 14 ,2022-11-20,Unique
12,1:36.578,0.288,0.028,196.852,8.0,25,A. Cordeel,Van Amersfoort Racing,Yas Island,Qualifying Session,16:04:31,Round 14 ,2022-11-20,Unique
11,1:36.588,0.298,0.010,196.831,9.0,5,L. Lawson,Carlin,Yas Island,Qualifying Session,16:04:07,Round 14 ,2022-11-20,Unique
12,1:36.588,0.298,0.000,196.831,10.0,20,R. Verschoor,Trident,Yas Island,Qualifying Session,16:04:44,Round 14 ,2022-11-20,Unique
11,1:36.619,0.329,0.031,196.768,11.0,7,M. Armstrong,Hitech Grand Prix,Yas Island,Qualifying Session,16:00:14,Round 14 ,2022-11-20,Unique
12,1:36.630,0.340,0.011,196.746,12.0,2,J. Daruvala,PREMA Racing,Yas Island,Qualifying Session,16:00:32,Round 14 ,2022-11-20,Unique
11,1:36.680,0.390,0.050,196.644,13.0,22,E. Fittipaldi,Charouz Racing System,Yas Island,Qualifying Session,16:04:13,Round 14 ,2022-11-20,Unique
12,1:36.685,0.395,0.005,196.634,14.0,15,R. Boschung,Campos Racing,Yas Island,Qualifying Session,15:59:52,Round 14 ,2022-11-20,Unique
11,1:36.794,0.504,0.109,196.413,15.0,8,J. Vips,Hitech Grand Prix,Yas Island,Qualifying Session,16:00:18,Round 14 ,2022-11-20,Unique
11,1:37.023,0.733,0.229,195.949,16.0,9,F. Vesti,ART Grand Prix,Yas Island,Qualifying Session,16:03:43,Round 14 ,2022-11-20,Unique
10,1:37.084,0.794,0.039,195.826,17.0,24,J. Correa,Van Amersfoort Racing,Yas Island,Qualifying Session,16:04:26,Round 14 ,2022-11-20,Unique
11,1:37.100,0.810,0.016,195.794,18.0,21,Z. Maloney,Trident,Yas Island,Qualifying Session,16:01:04,Round 14 ,2022-11-20,Unique
12,1:37.208,0.918,0.108,195.576,19.0,14,O. Caldwell,Campos Racing,Yas Island,Qualifying Session,16:03:36,Round 14 ,2022-11-20,Unique
11,1:37.248,0.755,0.022,195.904,20.0,12,C. Novalak,MP Motorsport,Yas Island,Qualifying Session,16:03:33,Round 14 ,2022-11-20,Unique
11,1:37.828,1.538,0.620,194.336,21.0,23,T. Calderón,Charouz Racing System,Yas Island,Qualifying Session,16:04:34,Round 14 ,2022-11-20,Unique
14,1:43.871,-,-,202.474,1.0,6,L. Sargeant,Carlin,Le Castellet,Qualifying Session,19:07:47,Round 9 ,2022-07-24,Unique
12,1:43.877,0.006,0.006,202.462,2.0,17,A. Iwasa,DAMS,Le Castellet,Qualifying Session,19:03:58,Round 9 ,2022-07-24,Unique
14,1:43.900,0.029,0.023,202.417,3.0,9,F. Vesti,ART Grand Prix,Le Castellet,Qualifying Session,19:07:32,Round 9 ,2022-07-24,Unique
13,1:44.034,0.163,0.003,202.156,4.0,3,J. Doohan,Virtuosi Racing,Le Castellet,Qualifying Session,19:03:43,Round 9 ,2022-07-24,Unique
13,1:44.161,0.290,0.127,201.91,5.0,10,T. Pourchaire,ART Grand Prix,Le Castellet,Qualifying Session,19:07:36,Round 9 ,2022-07-24,Unique
13,1:44.241,0.370,0.067,201.755,6.0,11,F. Drugovich,MP Motorsport,Le Castellet,Qualifying Session,19:07:25,Round 9 ,2022-07-24,Unique
13,1:44.308,0.437,0.147,201.625,7.0,8,J. Vips,Hitech Grand Prix,Le Castellet,Qualifying Session,19:07:40,Round 9 ,2022-07-24,Unique
13,1:44.377,0.506,0.069,201.492,8.0,7,M. Armstrong,Hitech Grand Prix,Le Castellet,Qualifying Session,19:07:42,Round 9 ,2022-07-24,Unique
14,1:44.483,0.612,0.106,201.288,9.0,5,L. Lawson,Carlin,Le Castellet,Qualifying Session,19:03:39,Round 9 ,2022-07-24,Unique
13,1:44.626,0.755,0.143,201.013,10.0,2,J. Daruvala,PREMA Racing,Le Castellet,Qualifying Session,19:07:50,Round 9 ,2022-07-24,Unique
14,1:44.758,0.887,0.132,200.759,11.0,20,R. Verschoor,Trident,Le Castellet,Qualifying Session,19:07:54,Round 9 ,2022-07-24,Unique
13,1:44.839,0.968,0.081,200.604,12.0,4,M. Sato,Virtuosi Racing,Le Castellet,Qualifying Session,19:07:52,Round 9 ,2022-07-24,Unique
14,1:44.918,1.047,0.079,200.453,13.0,21,C. Williams,Trident,Le Castellet,Qualifying Session,19:07:56,Round 9 ,2022-07-24,Unique
6,1:45.035,1.164,0.117,200.23,14.0,22,E. Fittipaldi,Charouz Racing System,Le Castellet,Qualifying Session,18:41:52,Round 9 ,2022-07-24,Unique
13,1:45.101,1.230,0.066,200.104,15.0,15,R. Merhi,Campos Racing,Le Castellet,Qualifying Session,19:07:58,Round 9 ,2022-07-24,Unique
13,1:45.117,1.246,0.016,200.074,16.0,12,C. Novalak,MP Motorsport,Le Castellet,Qualifying Session,19:07:30,Round 9 ,2022-07-24,Unique
12,1:45.303,1.432,0.186,199.72,17.0,24,D. Beckmann,Van Amersfoort Racing,Le Castellet,Qualifying Session,19:03:53,Round 9 ,2022-07-24,Unique
8,1:45.397,1.526,0.094,199.542,18.0,1,D. Hauger,PREMA Racing,Le Castellet,Qualifying Session,18:41:39,Round 9 ,2022-07-24,Unique
12,1:45.505,1.634,0.108,199.338,19.0,25,A. Cordeel,Van Amersfoort Racing,Le Castellet,Qualifying Session,18:42:05,Round 9 ,2022-07-24,Unique
13,1:45.742,1.871,0.237,198.891,20.0,16,R. Nissany,DAMS,Le Castellet,Qualifying Session,18:42:15,Round 9 ,2022-07-24,Unique
12,1:45.743,1.872,0.001,198.889,21.0,14,O. Caldwell,Campos Racing,Le Castellet,Qualifying Session,19:04:05,Round 9 ,2022-07-24,Unique
12,1:45.773,1.902,0.030,198.833,22.0,23,C. Bölükbasi,Charouz Racing System,Le Castellet,Qualifying Session,19:04:02,Round 9 ,2022-07-24,Unique
11,1:40.903,-,-,193.088,1.0,5,T. Pourchaire,ART Grand Prix,Sakhir,Qualifying Session,19:55:28,Round 1 ,2023-03-05,Unique
11,1:41.654,0.751,0.751,191.661,2.0,6,V. Martins,ART Grand Prix,Sakhir,Qualifying Session,19:55:34,Round 1 ,2023-03-05,Unique
12,1:41.803,0.900,0.149,191.381,3.0,22,R. Verschoor,Van Amersfoort Racing,Sakhir,Qualifying Session,19:54:24,Round 1 ,2023-03-05,Unique
11,1:41.831,0.928,0.028,191.328,4.0,1,D. Hauger,MP Motorsport,Sakhir,Qualifying Session,19:54:59,Round 1 ,2023-03-05,Unique
12,1:41.897,0.994,0.066,191.204,5.0,7,F. Vesti,PREMA Racing,Sakhir,Qualifying Session,19:54:53,Round 1 ,2023-03-05,Unique
8,1:41.927,1.024,0.030,191.148,6.0,24,K. Maini,Campos Racing,Sakhir,Qualifying Session,19:54:13,Round 1 ,2023-03-05,Unique
12,1:41.934,1.031,0.007,191.135,7.0,11,A. Iwasa,DAMS,Sakhir,Qualifying Session,19:55:13,Round 1 ,2023-03-05,Unique
11,1:41.973,1.070,0.039,191.062,8.0,12,A. Leclerc,DAMS,Sakhir,Qualifying Session,19:55:05,Round 1 ,2023-03-05,Unique
12,1:41.988,1.085,0.015,191.034,9.0,20,R. Stanek,Trident,Sakhir,Qualifying Session,19:58:30,Round 1 ,2023-03-05,Unique
10,1:42.010,1.107,0.022,190.993,10.0,25,R. Boschung,Campos Racing,Sakhir,Qualifying Session,19:35:58,Round 1 ,2023-03-05,Unique
12,1:42.017,1.114,0.007,190.979,11.0,2,J. Daruvala,MP Motorsport,Sakhir,Qualifying Session,19:59:06,Round 1 ,2023-03-05,Unique
12,1:42.026,1.123,0.009,190.963,12.0,8,O. Bearman,PREMA Racing,Sakhir,Qualifying Session,19:55:39,Round 1 ,2023-03-05,Unique
13,1:42.049,1.146,0.023,190.92,13.0,4,E. Fittipaldi,Carlin,Sakhir,Qualifying Session,19:58:40,Round 1 ,2023-03-05,Unique
12,1:42.092,1.189,0.043,190.839,14.0,10,I. Hadjar,Hitech Pulse-Eight,Sakhir,Qualifying Session,19:54:50,Round 1 ,2023-03-05,Unique
11,1:42.092,1.189,0.000,190.839,15.0,15,A. Cordeel,Invicta Virtuosi Racing,Sakhir,Qualifying Session,19:55:19,Round 1 ,2023-03-05,Unique
12,1:42.109,1.206,0.017,190.807,16.0,23,J. Correa,Van Amersfoort Racing,Sakhir,Qualifying Session,19:58:19,Round 1 ,2023-03-05,Unique
10,1:42.112,1.209,0.003,190.802,17.0,14,J. Doohan,Invicta Virtuosi Racing,Sakhir,Qualifying Session,19:47:39,Round 1 ,2023-03-05,Unique
11,1:42.185,1.282,0.073,190.665,18.0,3,Z. Maloney,Carlin,Sakhir,Qualifying Session,19:54:42,Round 1 ,2023-03-05,Unique
11,1:42.234,1.331,0.049,190.574,19.0,9,J. Crawford,Hitech Pulse-Eight,Sakhir,Qualifying Session,19:54:46,Round 1 ,2023-03-05,Unique
12,1:42.493,1.590,0.259,190.092,20.0,17,B. Benavides,PHM Racing by Charouz,Sakhir,Qualifying Session,19:54:32,Round 1 ,2023-03-05,Unique
12,1:42.502,1.599,0.009,190.076,21.0,16,R. Nissany,PHM Racing by Charouz,Sakhir,Qualifying Session,19:58:13,Round 1 ,2023-03-05,Unique
10,1:42.570,1.667,0.068,189.95,22.0,21,C. Novalak,Trident,Sakhir,Qualifying Session,19:54:16,Round 1 ,2023-03-05,Unique
11,1:41.326,-,-,219.355,1.0,6,V. Martins,ART Grand Prix,Jeddah,Qualifying Session,18:28:33,Round 2 ,2023-03-19,Unique
10,1:42.070,0.744,0.744,217.756,2.0,8,O. Bearman,PREMA Racing,Jeddah,Qualifying Session,18:27:56,Round 2 ,2023-03-19,Unique
11,1:42.071,0.745,0.001,217.754,3.0,5,T. Pourchaire,ART Grand Prix,Jeddah,Qualifying Session,18:28:46,Round 2 ,2023-03-19,Unique
10,1:42.110,0.784,0.039,217.671,4.0,14,J. Doohan,Invicta Virtuosi Racing,Jeddah,Qualifying Session,18:31:52,Round 2 ,2023-03-19,Unique
9,1:42.111,0.785,0.001,217.669,5.0,2,J. Daruvala,MP Motorsport,Jeddah,Qualifying Session,18:28:14,Round 2 ,2023-03-19,Unique
10,1:42.120,0.794,0.009,217.649,6.0,11,A. Iwasa,DAMS,Jeddah,Qualifying Session,18:32:07,Round 2 ,2023-03-19,Unique
10,1:42.295,0.969,0.175,217.277,7.0,7,F. Vesti,PREMA Racing,Jeddah,Qualifying Session,18:27:46,Round 2 ,2023-03-19,Unique
9,1:42.360,1.034,0.065,217.139,8.0,24,K. Maini,Campos Racing,Jeddah,Qualifying Session,18:28:52,Round 2 ,2023-03-19,Unique
8,1:42.497,1.171,0.137,216.849,9.0,25,R. Boschung,Campos Racing,Jeddah,Qualifying Session,18:28:54,Round 2 ,2023-03-19,Unique
11,1:42.553,1.227,0.056,216.73,10.0,9,J. Crawford,Hitech Pulse-Eight,Jeddah,Qualifying Session,18:28:29,Round 2 ,2023-03-19,Unique
11,1:42.576,1.250,0.023,216.682,11.0,21,C. Novalak,Trident,Jeddah,Qualifying Session,18:28:40,Round 2 ,2023-03-19,Unique
11,1:42.617,1.291,0.041,216.595,12.0,23,J. Correa,Van Amersfoort Racing,Jeddah,Qualifying Session,18:28:58,Round 2 ,2023-03-19,Unique
9,1:42.629,1.303,0.012,216.57,13.0,12,A. Leclerc,DAMS,Jeddah,Qualifying Session,18:10:48,Round 2 ,2023-03-19,Unique
11,1:42.686,1.360,0.057,216.45,14.0,4,E. Fittipaldi,Carlin,Jeddah,Qualifying Session,18:27:40,Round 2 ,2023-03-19,Unique
9,1:42.754,1.428,0.068,216.306,15.0,1,D. Hauger,MP Motorsport,Jeddah,Qualifying Session,18:28:12,Round 2 ,2023-03-19,Unique
11,1:42.795,1.469,0.041,216.22,16.0,20,R. Stanek,Trident,Jeddah,Qualifying Session,18:28:37,Round 2 ,2023-03-19,Unique
11,1:42.819,1.493,0.024,216.17,17.0,3,Z. Maloney,Carlin,Jeddah,Qualifying Session,18:31:50,Round 2 ,2023-03-19,Unique
10,1:42.854,1.528,0.035,216.096,18.0,16,R. Nissany,PHM Racing by Charouz,Jeddah,Qualifying Session,18:27:59,Round 2 ,2023-03-19,Unique
9,1:43.079,1.753,0.225,215.624,19.0,10,I. Hadjar,Hitech Pulse-Eight,Jeddah,Qualifying Session,18:28:07,Round 2 ,2023-03-19,Unique
4,1:43.385,2.059,0.306,214.986,20.0,22,R. Verschoor,Van Amersfoort Racing,Jeddah,Qualifying Session,18:07:38,Round 2 ,2023-03-19,Unique
9,1:43.736,2.410,0.351,214.259,21.0,15,A. Cordeel,Invicta Virtuosi Racing,Jeddah,Qualifying Session,18:28:20,Round 2 ,2023-03-19,Unique
10,1:45.027,3.701,1.291,211.625,22.0,17,B. Benavides,PHM Racing by Charouz,Jeddah,Qualifying Session,18:31:40,Round 2 ,2023-03-19,Unique
13,1:45.118,-,-,180.756,1.0,11,A. Iwasa,DAMS,Melbourne,Qualifying Session,18:12:11,Round 3 ,2023-04-02,Unique
12,1:45.732,0.614,0.614,179.707,2.0,5,T. Pourchaire,ART Grand Prix,Melbourne,Qualifying Session,18:11:40,Round 3 ,2023-04-02,Unique
12,1:45.736,0.618,0.004,179.7,3.0,6,V. Martins,ART Grand Prix,Melbourne,Qualifying Session,18:02:19,Round 3 ,2023-04-02,Unique
13,1:46.037,0.919,0.301,179.19,4.0,10,I. Hadjar,Hitech Pulse-Eight,Melbourne,Qualifying Session,18:01:52,Round 3 ,2023-04-02,Unique
13,1:46.045,0.927,0.008,179.176,5.0,3,Z. Maloney,Carlin,Melbourne,Qualifying Session,18:10:56,Round 3 ,2023-04-02,Unique
12,1:46.058,0.940,0.013,179.154,6.0,8,O. Bearman,PREMA Racing,Melbourne,Qualifying Session,18:12:02,Round 3 ,2023-04-02,Unique
13,1:46.309,1.191,0.251,178.731,7.0,12,A. Leclerc,DAMS,Melbourne,Qualifying Session,18:10:33,Round 3 ,2023-04-02,Unique
12,1:46.530,1.412,0.221,178.361,8.0,24,K. Maini,Campos Racing,Melbourne,Qualifying Session,18:04:47,Round 3 ,2023-04-02,Unique
12,1:46.687,1.569,0.157,178.098,9.0,9,J. Crawford,Hitech Pulse-Eight,Melbourne,Qualifying Session,18:00:13,Round 3 ,2023-04-02,Unique
12,1:46.737,1.619,0.050,178.015,10.0,1,D. Hauger,MP Motorsport,Melbourne,Qualifying Session,18:00:20,Round 3 ,2023-04-02,Unique
12,1:46.859,1.741,0.122,177.811,11.0,25,R. Boschung,Campos Racing,Melbourne,Qualifying Session,18:11:27,Round 3 ,2023-04-02,Unique
12,1:46.896,1.778,0.037,177.75,12.0,2,J. Daruvala,MP Motorsport,Melbourne,Qualifying Session,18:11:10,Round 3 ,2023-04-02,Unique
12,1:46.899,1.781,0.003,177.745,13.0,7,F. Vesti,PREMA Racing,Melbourne,Qualifying Session,18:11:58,Round 3 ,2023-04-02,Unique
12,1:47.194,2.076,0.295,177.256,14.0,16,R. Nissany,PHM Racing by Charouz,Melbourne,Qualifying Session,18:12:30,Round 3 ,2023-04-02,Unique
13,1:47.266,2.148,0.072,177.137,15.0,14,J. Doohan,Invicta Virtuosi Racing,Melbourne,Qualifying Session,17:59:34,Round 3 ,2023-04-02,Unique
13,1:47.267,2.149,0.001,177.135,16.0,4,E. Fittipaldi,Carlin,Melbourne,Qualifying Session,18:04:35,Round 3 ,2023-04-02,Unique
13,1:47.470,2.352,0.203,176.8,17.0,20,R. Stanek,Trident,Melbourne,Qualifying Session,18:09:26,Round 3 ,2023-04-02,Unique
11,1:47.533,2.415,0.063,176.697,18.0,22,R. Verschoor,Van Amersfoort Racing,Melbourne,Qualifying Session,18:11:22,Round 3 ,2023-04-02,Unique
13,1:47.578,2.460,0.045,176.623,19.0,21,C. Novalak,Trident,Melbourne,Qualifying Session,18:03:11,Round 3 ,2023-04-02,Unique
12,1:47.989,2.871,0.411,175.951,20.0,23,J. Correa,Van Amersfoort Racing,Melbourne,Qualifying Session,17:58:46,Round 3 ,2023-04-02,Unique
13,1:48.198,3.080,0.209,175.611,21.0,15,A. Cordeel,Invicta Virtuosi Racing,Melbourne,Qualifying Session,17:59:46,Round 3 ,2023-04-02,Unique
10,1:50.122,5.004,1.924,172.543,22.0,17,B. Benavides,PHM Racing by Charouz,Melbourne,Qualifying Session,18:04:44,Round 3 ,2023-04-02,Unique
12,1:52.652,-,-,191.836,1.0,8,O. Bearman,PREMA Racing,Baku,Qualifying Session,15:58:35,Round 4 ,2023-04-30,Unique
13,1:52.664,0.012,0.012,191.816,2.0,4,E. Fittipaldi,Carlin,Baku,Qualifying Session,15:58:33,Round 4 ,2023-04-30,Unique
13,1:52.705,0.053,0.041,191.746,3.0,5,T. Pourchaire,ART Grand Prix,Baku,Qualifying Session,15:58:38,Round 4 ,2023-04-30,Unique
12,1:52.723,0.071,0.018,191.715,4.0,7,F. Vesti,PREMA Racing,Baku,Qualifying Session,15:58:30,Round 4 ,2023-04-30,Unique
13,1:52.878,0.226,0.155,191.452,5.0,1,D. Hauger,MP Motorsport,Baku,Qualifying Session,15:58:25,Round 4 ,2023-04-30,Unique
13,1:53.066,0.414,0.188,191.134,6.0,2,J. Daruvala,MP Motorsport,Baku,Qualifying Session,15:58:31,Round 4 ,2023-04-30,Unique
12,1:53.139,0.487,0.073,191.011,7.0,9,J. Crawford,Hitech Pulse-Eight,Baku,Qualifying Session,15:58:28,Round 4 ,2023-04-30,Unique
